contract,category
30681398,Serviço De Terapia
30681399,Consultório Médico/Clínica
30681400,Consultório Médico/Clínica
30681401,Serviço De Terapia
30681402,Serviço De Terapia
30681403,Consultório Médico/Clínica
30681403,Serviço De Diagnóstico
30681403,Serviço De Terapia
30681405,Consultório Médico/Clínica
30681406,Consultório Médico/Clínica
30681407,Consultório Médico/Clínica
30681408,Consultório Médico/Clínica
30681408,Serviço De Diagnóstico
30681408,Serviço De Terapia
30681409,Consultório Médico/Clínica
30681409,Serviço De Diagnóstico
30681410,Consultório Médico/Clínica
30681410,Serviço De Diagnóstico
30681411,Serviço De Terapia
30681414,Consultório Médico/Clínica
30681414,Serviço De Diagnóstico
30681414,Serviço De Terapia
30681415,Consultório Médico/Clínica
30681416,Serviço De Terapia
30681417,Consultório Médico/Clínica
30681418,Consultório Médico/Clínica
30681419,Consultório Médico/Clínica
30681420,Consultório Médico/Clínica
30681420,Serviço De Diagnóstico
30681422,Consultório Médico/Clínica
30681422,Serviço De Terapia
30681423,Consultório Médico/Clínica
30681424,Serviço De Terapia
30681425,Consultório Médico/Clínica
30681427,Consultório Médico/Clínica
30681427,Serviço De Diagnóstico
30681428,Consultório Médico/Clínica
30681428,Serviço De Terapia
30681429,Consultório Médico/Clínica
30681432,Serviço De Terapia
30681433,Consultório Médico/Clínica
30681433,Serviço De Terapia
30681434,Consultório Médico/Clínica
30681434,Serviço De Diagnóstico
30681435,Consultório Médico/Clínica
30681435,Serviço De Terapia
30681436,Consultório Médico/Clínica
30681436,Serviço De Diagnóstico
30681437,Consultório Médico/Clínica
30681438,Consultório Médico/Clínica
30681438,Serviço De Terapia
30681439,Serviço De Terapia
30681440,Consultório Médico/Clínica
30681441,Consultório Médico/Clínica
30681442,Consultório Médico/Clínica
30681443,Consultório Médico/Clínica
30681443,Serviço De Terapia
30681444,Consultório Médico/Clínica
30681444,Serviço De Terapia
30681445,Consultório Médico/Clínica
30681445,Serviço De Terapia
30681446,Consultório Médico/Clínica
30681446,Serviço De Terapia
30681447,Consultório Médico/Clínica
30681448,Serviço De Terapia
30681449,Consultório Médico/Clínica
30681449,Serviço De Diagnóstico
30681449,Serviço De Terapia
30681451,Serviço De Terapia
30681452,Consultório Médico/Clínica
30681452,Serviço De Terapia
30681453,Serviço De Terapia
30681454,Consultório Médico/Clínica
30681455,Consultório Médico/Clínica
30681456,Consultório Médico/Clínica
30681458,Serviço De Terapia
30681460,Consultório Médico/Clínica
30681460,Serviço De Terapia
30681462,Consultório Médico/Clínica
30681463,Consultório Médico/Clínica
30681464,Serviço De Terapia
30681465,Serviço De Terapia
30681466,Consultório Médico/Clínica
30681467,Serviço De Terapia
30681468,Consultório Médico/Clínica
30681469,Serviço De Terapia
30681471,Consultório Médico/Clínica
30681472,Serviço De Terapia
30681473,Consultório Médico/Clínica
30681474,Consultório Médico/Clínica
30681474,Serviço De Diagnóstico
30681474,Serviço De Terapia
30681476,Serviço De Terapia
30681477,Serviço De Terapia
30681478,Consultório Médico/Clínica
30681479,Consultório Médico/Clínica
30681479,Serviço De Terapia
30681481,Consultório Médico/Clínica
30681481,Serviço De Terapia
30681483,Consultório Médico/Clínica
30681484,Consultório Médico/Clínica
30681484,Serviço De Diagnóstico
30681484,Serviço De Terapia
30681485,Serviço De Terapia
30681487,Serviço De Terapia
30681488,Serviço De Terapia
30681489,Consultório Médico/Clínica
30681490,Serviço De Terapia
30681491,Consultório Médico/Clínica
30681492,Consultório Médico/Clínica
30681492,Serviço De Terapia
30681493,Consultório Médico/Clínica
30681493,Serviço De Diagnóstico
30681493,Serviço De Terapia
30681494,Serviço De Diagnóstico
30681496,Serviço De Terapia
30681497,Consultório Médico/Clínica
30681497,Serviço De Terapia
30681499,Consultório Médico/Clínica
30681500,Consultório Médico/Clínica
30681501,Consultório Médico/Clínica
30681501,Serviço De Terapia
30681502,Consultório Médico/Clínica
30681502,Serviço De Diagnóstico
30681504,Serviço De Terapia
30681505,Consultório Médico/Clínica
30681505,Serviço De Terapia
30681507,Consultório Médico/Clínica
30681508,Consultório Médico/Clínica
30681509,Serviço De Terapia
30681510,Consultório Médico/Clínica
30681511,Serviço De Terapia
30681512,Consultório Médico/Clínica
30681512,Serviço De Terapia
30681514,Consultório Médico/Clínica
30681515,Consultório Médico/Clínica
30681517,Serviço De Terapia
30681518,Consultório Médico/Clínica
30681518,Serviço De Terapia
30681520,Consultório Médico/Clínica
30681522,Consultório Médico/Clínica
30681524,Serviço De Terapia
30681527,Consultório Médico/Clínica
30681527,Serviço De Terapia
30681529,Consultório Médico/Clínica
30681529,Serviço De Terapia
30681531,Serviço De Terapia
30681532,Consultório Médico/Clínica
30681539,Consultório Médico/Clínica
30681546,Consultório Médico/Clínica
30681548,Consultório Médico/Clínica
30681548,Serviço De Terapia
30681549,Consultório Médico/Clínica
30681549,Serviço De Terapia
30681550,Consultório Médico/Clínica
30681550,Serviço De Terapia
30681552,Consultório Médico/Clínica
30681552,Serviço De Diagnóstico
30681552,Serviço De Terapia
30681553,Consultório Médico/Clínica
30681553,Serviço De Terapia
30681554,Consultório Médico/Clínica
30681555,Consultório Médico/Clínica
30681555,Serviço De Terapia
30681557,Consultório Médico/Clínica
30681557,Serviço De Diagnóstico
30681558,Consultório Médico/Clínica
30681558,Serviço De Diagnóstico
30681558,Serviço De Terapia
30681559,Serviço De Terapia
30681562,Consultório Médico/Clínica
30681562,Serviço De Terapia
30681563,Serviço De Terapia
30681564,Consultório Médico/Clínica
30681565,Serviço De Terapia
30681566,Consultório Médico/Clínica
30681567,Consultório Médico/Clínica
30681568,Consultório Médico/Clínica
30681568,Serviço De Terapia
30681569,Consultório Médico/Clínica
30681569,Serviço De Terapia
30681572,Consultório Médico/Clínica
39000002,Consultório Médico/Clínica
39000002,Serviço De Diagnóstico
39000002,Serviço De Terapia
39000010,Consultório Médico/Clínica
39000010,Serviço De Diagnóstico
39000011,Consultório Médico/Clínica
39000011,Serviço De Terapia
39000012,Consultório Médico/Clínica
39000012,Serviço De Diagnóstico
39000012,Serviço De Terapia
39000021,Consultório Médico/Clínica
39000023,Consultório Médico/Clínica
39000037,Serviço De Terapia
39000049,Consultório Médico/Clínica
39000062,Consultório Médico/Clínica
39000062,Serviço De Terapia
39000064,Consultório Médico/Clínica
39000064,Serviço De Diagnóstico
39000069,Consultório Médico/Clínica
39000074,Serviço De Terapia
40000523,Consultório Médico/Clínica
40000531,Hospital
40000531,Pronto-Socorro
40000558,Hospital
40000558,Pronto-Socorro
40000590,Hospital
40000590,Maternidade
40000590,Pronto-Socorro
40000612,Pronto-Socorro
40000671,Hospital
40000671,Pronto-Socorro
40001248,Consultório Médico/Clínica
40001248,Serviço De Diagnóstico
40001248,Serviço De Terapia
40006793,Hospital
40006793,Pronto-Socorro
40006815,Hospital
40006815,Pronto-Socorro
40006831,Hospital
40006840,Hospital
40006840,Maternidade
40006947,Consultório Médico/Clínica
40006947,Hospital
40006947,Pronto-Socorro
40006947,Serviço De Diagnóstico
40006947,Serviço De Terapia
40006955,Hospital
40006955,Pronto-Socorro
40006963,Hospital
40006963,Pronto-Socorro
40006980,Hospital
40006980,Pronto-Socorro
40006998,Consultório Médico/Clínica
40006998,Maternidade
40006998,Pronto-Socorro
40007005,Hospital
40007005,Pronto-Socorro
40007005,Serviço De Diagnóstico
40007005,Serviço De Terapia
40007013,Hospital
40007013,Pronto-Socorro
40007021,Consultório Médico/Clínica
40007021,Pronto-Socorro
40007129,Hospital
40007129,Pronto-Socorro
40007145,Hospital
40007145,Maternidade
40007145,Pronto-Socorro
40007455,Hospital
40007455,Pronto-Socorro
40007544,Hospital
40007552,Hospital
40007552,Pronto-Socorro
40007617,Consultório Médico/Clínica
40007617,Hospital
40007617,Maternidade
40007617,Serviço De Diagnóstico
40008045,Hospital
40008045,Pronto-Socorro
40008053,Hospital
40008053,Pronto-Socorro
40008070,Hospital
40008126,Hospital
40008126,Pronto-Socorro
40008134,Consultório Médico/Clínica
40008134,Hospital
40008134,Pronto-Socorro
40008134,Serviço De Diagnóstico
40008134,Serviço De Terapia
40008140,Hospital
40008140,Pronto-Socorro
40008258,Consultório Médico/Clínica
40008258,Hospital
40008258,Pronto-Socorro
40008274,Hospital
40008274,Pronto-Socorro
40008282,Hospital
40008282,Pronto-Socorro
40008312,Consultório Médico/Clínica
40008312,Maternidade
40008312,Pronto-Socorro
40008517,Consultório Médico/Clínica
40008517,Hospital
40008517,Maternidade
40008517,Pronto-Socorro
40008517,Serviço De Diagnóstico
40008525,Consultório Médico/Clínica
40008550,Consultório Médico/Clínica
40008550,Hospital
40008550,Pronto Socorro Especializado
40008568,Consultório Médico/Clínica
40008568,Serviço De Diagnóstico
40008568,Serviço De Terapia
40008584,Consultório Médico/Clínica
40008584,Hospital
40008584,Serviço De Diagnóstico
40008630,Hospital
40008630,Pronto-Socorro
40008649,Hospital
40008649,Pronto-Socorro
40008681,Hospital
40008703,Consultório Médico/Clínica
40008703,Hospital
40008703,Maternidade
40008703,Pronto-Socorro
40008851,Consultório Médico/Clínica
40008851,Serviço De Diagnóstico
40008851,Serviço De Terapia
40008878,Consultório Médico/Clínica
40008878,Serviço De Diagnóstico
40008878,Serviço De Terapia
40008983,Consultório Médico/Clínica
40008983,Hospital
40008983,Pronto-Socorro
40008983,Serviço De Diagnóstico
40009084,Hospital
40009084,Maternidade
40009084,Pronto-Socorro
40009092,Hospital
40009092,Pronto-Socorro
40009114,Hospital
40009114,Pronto-Socorro
40009173,Hospital
40009173,Maternidade
40009173,Pronto-Socorro
40009211,Hospital
40009211,Pronto-Socorro
40009211,Serviço De Terapia
40009238,Consultório Médico/Clínica
40009238,Hospital
40009238,Maternidade
40009238,Pronto-Socorro
40009238,Serviço De Diagnóstico
40009238,Serviço De Terapia
40009254,Pronto-Socorro
40009262,Hospital
40009262,Maternidade
40009262,Pronto-Socorro
40009297,Consultório Médico/Clínica
40009300,Consultório Médico/Clínica
40009300,Pronto-Socorro
40009319,Consultório Médico/Clínica
40009319,Hospital
40009319,Maternidade
40009319,Pronto-Socorro
40009343,Consultório Médico/Clínica
40009343,Hospital
40009343,Pronto-Socorro
40009343,Serviço De Diagnóstico
40009343,Serviço De Terapia
40009351,Consultório Médico/Clínica
40009351,Hospital
40009351,Pronto-Socorro
40009351,Serviço De Diagnóstico
40009351,Serviço De Terapia
40009360,Consultório Médico/Clínica
40009360,Hospital
40009360,Pronto-Socorro
40009360,Serviço De Diagnóstico
40009360,Serviço De Terapia
40009386,Hospital
40009386,Pronto-Socorro
40009489,Consultório Médico/Clínica
40009489,Hospital
40009489,Pronto-Socorro
40009491,Consultório Médico/Clínica
40009491,Hospital
40009491,Pronto-Socorro
40009769,Consultório Médico/Clínica
40009769,Hospital
40009769,Pronto-Socorro
40009769,Serviço De Diagnóstico
40009890,Consultório Médico/Clínica
40009890,Hospital
40009890,Pronto-Socorro
40009890,Serviço De Terapia
40009955,Consultório Médico/Clínica
40009955,Hospital
40009955,Pronto-Socorro
40009955,Serviço De Terapia
40009963,Hospital
40009963,Pronto-Socorro
40010007,Consultório Médico/Clínica
40010007,Hospital
40010007,Serviço De Diagnóstico
40010155,Hospital
40010155,Maternidade
40010155,Pronto-Socorro
40010279,Hospital
40010279,Pronto-Socorro
40010295,Hospital
40010295,Pronto-Socorro
40010317,Consultório Médico/Clínica
40010317,Hospital
40010317,Pronto-Socorro
40010317,Serviço De Terapia
40010376,Consultório Médico/Clínica
40010376,Hospital
40010376,Pronto-Socorro
40010376,Serviço De Diagnóstico
40010619,Hospital
40010619,Maternidade
40010619,Pronto-Socorro
40010651,Hospital
40010651,Pronto-Socorro
40010740,Consultório Médico/Clínica
40010759,Hospital
40010759,Pronto-Socorro
40010813,Consultório Médico/Clínica
40010813,Hospital
40010988,Consultório Médico/Clínica
40010996,Consultório Médico/Clínica
40010996,Serviço De Diagnóstico
40011380,Consultório Médico/Clínica
40011380,Hospital
40011380,Pronto-Socorro
40011380,Serviço De Diagnóstico
40011461,Consultório Médico/Clínica
40011461,Hospital
40011461,Maternidade
40011461,Pronto-Socorro
40011461,Serviço De Diagnóstico
40011470,Consultório Médico/Clínica
40011470,Hospital
40011470,Pronto-Socorro
40011470,Serviço De Diagnóstico
40011470,Serviço De Terapia
40011488,Hospital
40011488,Maternidade
40011488,Pronto-Socorro
40011496,Hospital
40011496,Maternidade
40011496,Pronto-Socorro
40011518,Hospital
40011542,Consultório Médico/Clínica
40011542,Hospital
40011542,Pronto-Socorro
40011542,Serviço De Diagnóstico
40011542,Serviço De Terapia
40011577,Consultório Médico/Clínica
40011577,Hospital
40011607,Hospital
40011640,Hospital
40011640,Maternidade
40011640,Pronto-Socorro
40011690,Hospital
40011690,Pronto-Socorro
40011712,Consultório Médico/Clínica
40011712,Hospital
40011712,Pronto-Socorro
40011712,Serviço De Diagnóstico
40011712,Serviço De Terapia
40011771,Consultório Médico/Clínica
40011771,Hospital
40011771,Maternidade
40011771,Pronto-Socorro
40011852,Hospital
40011933,Consultório Médico/Clínica
40011933,Hospital
40011992,Consultório Médico/Clínica
40011992,Hospital
40011992,Pronto-Socorro
40012042,Consultório Médico/Clínica
40012042,Hospital
40012042,Maternidade
40012042,Pronto-Socorro
40012042,Serviço De Diagnóstico
40012042,Serviço De Terapia
40012085,Consultório Médico/Clínica
40012085,Serviço De Diagnóstico
40012085,Serviço De Terapia
40012174,Hospital
40012174,Pronto-Socorro
40012182,Hospital
40012182,Pronto-Socorro
40012190,Hospital
40012190,Maternidade
40012190,Pronto-Socorro
40012263,Consultório Médico/Clínica
40012263,Serviço De Diagnóstico
40012301,Consultório Médico/Clínica
40012301,Hospital
40012301,Maternidade
40012301,Pronto-Socorro
40012301,Serviço De Diagnóstico
40012301,Serviço De Terapia
40012379,Pronto-Socorro
40012441,Hospital
40012441,Maternidade
40012441,Pronto-Socorro
40012450,Pronto-Socorro
40012530,Consultório Médico/Clínica
40012565,Hospital
40012565,Pronto-Socorro
40012646,Consultório Médico/Clínica
40012646,Hospital
40012646,Pronto-Socorro
40012719,Maternidade
40012719,Pronto-Socorro
40012727,Consultório Médico/Clínica
40012786,Consultório Médico/Clínica
40012786,Serviço De Diagnóstico
40012875,Hospital
40012875,Maternidade
40012875,Pronto-Socorro
40013111,Hospital
40013111,Pronto-Socorro
40013243,Hospital
40013243,Maternidade
40013243,Pronto-Socorro
40013278,Consultório Médico/Clínica
40013278,Serviço De Diagnóstico
40013529,Consultório Médico/Clínica
40013529,Hospital
40013537,Hospital
40013537,Pronto-Socorro
40013537,Serviço De Diagnóstico
40013537,Serviço De Terapia
40013561,Hospital
40013561,Maternidade
40013596,Consultório Médico/Clínica
40013596,Pronto-Socorro
40013685,Consultório Médico/Clínica
40013685,Maternidade
40013685,Pronto-Socorro
40013685,Serviço De Diagnóstico
40013685,Serviço De Terapia
40013804,Hospital
40013804,Maternidade
40013804,Pronto-Socorro
40013839,Consultório Médico/Clínica
40013839,Hospital
40013839,Serviço De Diagnóstico
40013910,Consultório Médico/Clínica
40013928,Consultório Médico/Clínica
40014010,Hospital
40014010,Maternidade
40016056,Hospital
40016080,Hospital
40016080,Pronto-Socorro
40016285,Consultório Médico/Clínica
40016285,Hospital
40016285,Pronto-Socorro
40016285,Serviço De Diagnóstico
40016366,Consultório Médico/Clínica
40016366,Serviço De Terapia
40016447,Hospital
40016447,Maternidade
40016447,Pronto-Socorro
40016528,Consultório Médico/Clínica
40016528,Hospital
40016528,Maternidade
40016528,Pronto-Socorro
40016528,Serviço De Terapia
40016609,Consultório Médico/Clínica
40016609,Hospital
40016609,Maternidade
40016609,Pronto-Socorro
40016684,Hospital
40016684,Maternidade
40017249,Consultório Médico/Clínica
40017249,Hospital
40017249,Maternidade
40017249,Pronto-Socorro
40017249,Serviço De Diagnóstico
40017249,Serviço De Terapia
40017320,Consultório Médico/Clínica
40017338,Consultório Médico/Clínica
40017400,Consultório Médico/Clínica
40017494,Consultório Médico/Clínica
40017575,Consultório Médico/Clínica
40019276,Hospital
40019411,Consultório Médico/Clínica
40019411,Hospital
40019446,Consultório Médico/Clínica
40019446,Hospital
40019446,Maternidade
40019446,Pronto-Socorro
40019446,Serviço De Diagnóstico
40019527,Consultório Médico/Clínica
40019527,Serviço De Diagnóstico
40019527,Serviço De Terapia
40019586,Consultório Médico/Clínica
40019586,Hospital
40019586,Pronto-Socorro
40019586,Serviço De Diagnóstico
40019586,Serviço De Terapia
40019640,Hospital
40019640,Maternidade
40019640,Pronto-Socorro
40019659,Hospital
40019659,Maternidade
40019659,Pronto-Socorro
40019683,Consultório Médico/Clínica
40019683,Hospital
40019683,Maternidade
40019683,Pronto-Socorro
40019772,Hospital
40019772,Pronto-Socorro
40019799,Maternidade
40019845,Consultório Médico/Clínica
40019845,Hospital
40019845,Pronto-Socorro
40020010,Hospital
40020010,Maternidade
40020010,Pronto-Socorro
40020126,Consultório Médico/Clínica
40020126,Hospital
40020126,Pronto-Socorro
40020169,Consultório Médico/Clínica
40020169,Hospital
40020169,Serviço De Terapia
40020177,Consultório Médico/Clínica
40020177,Hospital
40020177,Serviço De Diagnóstico
40020240,Consultório Médico/Clínica
40020240,Hospital
40020240,Pronto-Socorro
40020240,Serviço De Diagnóstico
40020258,Consultório Médico/Clínica
40020258,Hospital
40020258,Serviço De Diagnóstico
40020258,Serviço De Terapia
40020266,Consultório Médico/Clínica
40020266,Hospital
40020266,Pronto-Socorro
40020266,Serviço De Diagnóstico
40020266,Serviço De Terapia
40020371,Consultório Médico/Clínica
40020371,Hospital
40020371,Maternidade
40020371,Pronto-Socorro
40020371,Serviço De Diagnóstico
40020401,Consultório Médico/Clínica
40020401,Hospital
40020401,Maternidade
40020401,Pronto-Socorro
40020401,Serviço De Diagnóstico
40020401,Serviço De Terapia
40020720,Consultório Médico/Clínica
40020720,Serviço De Diagnóstico
40020800,Consultório Médico/Clínica
40020800,Hospital
40020800,Pronto-Socorro
40020800,Serviço De Terapia
40020843,Consultório Médico/Clínica
40020843,Pronto-Socorro
40020843,Serviço De Diagnóstico
40020924,Consultório Médico/Clínica
40020924,Pronto-Socorro
40020924,Serviço De Diagnóstico
40021602,Hospital
40021602,Maternidade
40021602,Pronto-Socorro
40021670,Maternidade
40021750,Hospital
40021750,Maternidade
40021750,Pronto-Socorro
40021912,Consultório Médico/Clínica
40021912,Serviço De Diagnóstico
40022064,Pronto-Socorro
40022145,Consultório Médico/Clínica
40022145,Hospital
40022145,Maternidade
40022145,Pronto-Socorro
40022145,Serviço De Diagnóstico
40022145,Serviço De Terapia
40036430,Hospital
40036430,Pronto-Socorro
40036472,Consultório Médico/Clínica
40036472,Serviço De Diagnóstico
40036472,Serviço De Terapia
40036480,Consultório Médico/Clínica
40036561,Consultório Médico/Clínica
40036561,Hospital
40036561,Maternidade
40036561,Pronto-Socorro
40036561,Serviço De Diagnóstico
40036669,Hospital
40036669,Maternidade
40036669,Pronto-Socorro
40036707,Consultório Médico/Clínica
40036707,Hospital
40036707,Serviço De Diagnóstico
40036707,Serviço De Terapia
40036944,Consultório Médico/Clínica
40036944,Maternidade
40036944,Pronto-Socorro
40037282,Consultório Médico/Clínica
40037282,Hospital
40037282,Pronto-Socorro
40037282,Serviço De Diagnóstico
40037282,Serviço De Terapia
40037380,Maternidade
40037398,Consultório Médico/Clínica
40037398,Hospital
40037398,Pronto-Socorro
40037398,Serviço De Diagnóstico
40037398,Serviço De Terapia
40037401,Consultório Médico/Clínica
40037401,Serviço De Diagnóstico
40037401,Serviço De Terapia
40037509,Consultório Médico/Clínica
40037541,Consultório Médico/Clínica
40037541,Hospital
40037584,Hospital
40037584,Pronto-Socorro
40037649,Hospital
40037649,Pronto-Socorro
40037703,Consultório Médico/Clínica
40037703,Hospital
40037703,Pronto-Socorro
40037789,Consultório Médico/Clínica
40037860,Consultório Médico/Clínica
40037860,Pronto-Socorro
40038009,Hospital
40038106,Hospital
40038106,Pronto-Socorro
40038157,Hospital
40038157,Pronto-Socorro
40038190,Hospital
40038190,Pronto-Socorro
40038394,Consultório Médico/Clínica
40038394,Hospital
40038394,Maternidade
40038394,Pronto-Socorro
40038467,Consultório Médico/Clínica
40038467,Hospital
40038467,Maternidade
40038467,Pronto-Socorro
40038564,Hospital
40038564,Pronto-Socorro
40038700,Consultório Médico/Clínica
40038700,Hospital
40038700,Pronto-Socorro
40038700,Serviço De Diagnóstico
40038726,Hospital
40038726,Maternidade
40038726,Pronto-Socorro
40038807,Consultório Médico/Clínica
40038807,Hospital
40038807,Pronto-Socorro
40038807,Serviço De Terapia
40039048,Consultório Médico/Clínica
40039048,Hospital
40039447,Consultório Médico/Clínica
40039447,Hospital
40039471,Consultório Médico/Clínica
40039471,Pronto-Socorro
40039633,Consultório Médico/Clínica
40039633,Hospital
40039633,Pronto-Socorro
40040615,Hospital
40040615,Maternidade
40040615,Pronto-Socorro
40041620,Hospital
40041620,Pronto-Socorro
40041620,Serviço De Diagnóstico
40041620,Serviço De Terapia
40042570,Consultório Médico/Clínica
40042570,Hospital
40042570,Pronto-Socorro
40042570,Serviço De Diagnóstico
40042570,Serviço De Terapia
40043290,Hospital
40043290,Pronto-Socorro
40043371,Consultório Médico/Clínica
40043371,Hospital
40043371,Pronto-Socorro
40043371,Serviço De Diagnóstico
40044610,Consultório Médico/Clínica
40044610,Hospital
40044610,Pronto-Socorro
40045145,Consultório Médico/Clínica
40045145,Hospital
40047342,Consultório Médico/Clínica
40047342,Hospital
40047342,Pronto-Socorro
40047342,Serviço De Diagnóstico
40047342,Serviço De Terapia
40048578,Hospital
40048578,Pronto-Socorro
40049051,Consultório Médico/Clínica
40049051,Hospital
40049051,Pronto-Socorro
40049256,Consultório Médico/Clínica
40049884,Consultório Médico/Clínica
40049884,Hospital
40049884,Maternidade
40049884,Serviço De Diagnóstico
40089082,Consultório Médico/Clínica
40089082,Hospital
40089082,Maternidade
40089082,Pronto-Socorro
40089082,Serviço De Diagnóstico
40089082,Serviço De Terapia
40089086,Hospital
40089086,Pronto-Socorro
40089088,Consultório Médico/Clínica
40089088,Hospital
40089088,Pronto-Socorro
40089088,Serviço De Terapia
40089099,Hospital
40089099,Pronto-Socorro
40089102,Hospital
40089102,Pronto-Socorro
40089117,Consultório Médico/Clínica
40089117,Hospital
40089117,Pronto-Socorro
40089117,Serviço De Diagnóstico
40089117,Serviço De Terapia
40089120,Consultório Médico/Clínica
40089120,Hospital
40089126,Consultório Médico/Clínica
40089126,Pronto-Socorro
40089127,Hospital
40089127,Pronto-Socorro
40089133,Hospital
40089133,Pronto-Socorro
40089136,Consultório Médico/Clínica
40089136,Hospital
40089136,Maternidade
40089136,Pronto-Socorro
40089136,Serviço De Terapia
40089154,Consultório Médico/Clínica
40089154,Hospital
40089154,Pronto-Socorro
40089154,Serviço De Terapia
40089157,Consultório Médico/Clínica
40089157,Hospital
40089159,Consultório Médico/Clínica
40089159,Hospital
40089159,Pronto-Socorro
40089159,Serviço De Diagnóstico
40089159,Serviço De Terapia
40089165,Consultório Médico/Clínica
40089165,Hospital
40089165,Pronto-Socorro
40089165,Serviço De Diagnóstico
40089174,Consultório Médico/Clínica
40089174,Serviço De Terapia
40089188,Hospital
40089188,Pronto-Socorro
40089188,Serviço De Diagnóstico
40089189,Pronto-Socorro
40089197,Hospital
40089197,Maternidade
40089197,Pronto-Socorro
40089205,Consultório Médico/Clínica
40089205,Hospital
40089205,Pronto-Socorro
40089206,Consultório Médico/Clínica
40089206,Serviço De Diagnóstico
40089206,Serviço De Terapia
40089208,Consultório Médico/Clínica
40089208,Hospital
40089208,Maternidade
40089208,Pronto-Socorro
40089209,Hospital
40089209,Maternidade
40089209,Pronto-Socorro
40089226,Hospital
40089226,Maternidade
40089226,Pronto-Socorro
40089228,Consultório Médico/Clínica
40089228,Serviço De Terapia
40089231,Hospital
40089231,Maternidade
40089231,Pronto-Socorro
40089239,Consultório Médico/Clínica
40089241,Consultório Médico/Clínica
40089241,Hospital
40089241,Maternidade
40089241,Pronto-Socorro
40089241,Serviço De Diagnóstico
40089246,Consultório Médico/Clínica
40089246,Hospital
40089246,Maternidade
40089246,Pronto-Socorro
40089247,Hospital
40089247,Maternidade
40089247,Pronto-Socorro
40089260,Consultório Médico/Clínica
40089260,Hospital
40089260,Maternidade
40089260,Pronto-Socorro
40089260,Serviço De Diagnóstico
40089260,Serviço De Terapia
40089269,Consultório Médico/Clínica
40089273,Consultório Médico/Clínica
40089273,Hospital
40089273,Pronto-Socorro
40089281,Consultório Médico/Clínica
40089281,Hospital
40089281,Maternidade
40089281,Pronto-Socorro
40089292,Consultório Médico/Clínica
40089292,Hospital
40089292,Pronto-Socorro
40089303,Consultório Médico/Clínica
40089303,Pronto-Socorro
40089306,Consultório Médico/Clínica
40089306,Hospital
40089306,Pronto-Socorro
40089309,Consultório Médico/Clínica
40089309,Hospital
40089309,Pronto-Socorro
40089309,Serviço De Diagnóstico
40089312,Consultório Médico/Clínica
40089312,Hospital
40089312,Pronto-Socorro
40089312,Serviço De Diagnóstico
40089312,Serviço De Terapia
40089320,Maternidade
40089326,Hospital
40089326,Maternidade
40089326,Pronto-Socorro
40089327,Consultório Médico/Clínica
40089327,Hospital
40089327,Pronto-Socorro
40089327,Serviço De Diagnóstico
40089328,Consultório Médico/Clínica
40089328,Serviço De Diagnóstico
40089339,Hospital
40089339,Pronto-Socorro
40089339,Serviço De Diagnóstico
40089340,Consultório Médico/Clínica
40089340,Serviço De Diagnóstico
40089340,Serviço De Terapia
40089342,Consultório Médico/Clínica
40089342,Serviço De Diagnóstico
40089343,Consultório Médico/Clínica
40089343,Hospital
40089343,Pronto-Socorro
40089343,Serviço De Terapia
40089344,Consultório Médico/Clínica
40089346,Consultório Médico/Clínica
40089346,Hospital
40089346,Maternidade
40089346,Pronto-Socorro
40089346,Serviço De Diagnóstico
40089349,Consultório Médico/Clínica
40089349,Hospital
40089349,Pronto-Socorro
40089349,Serviço De Diagnóstico
40089349,Serviço De Terapia
40089350,Hospital
40089350,Pronto-Socorro
40089353,Hospital
40089353,Pronto-Socorro
40089355,Consultório Médico/Clínica
40089355,Hospital
40089355,Pronto-Socorro
40089364,Consultório Médico/Clínica
40089364,Hospital
40089364,Pronto-Socorro
40089364,Serviço De Diagnóstico
40089391,Hospital
40089391,Maternidade
40089391,Pronto-Socorro
40089393,Hospital
40089393,Pronto-Socorro
40089397,Hospital
40089397,Pronto-Socorro
40089399,Consultório Médico/Clínica
40089399,Hospital
40089400,Consultório Médico/Clínica
40089400,Hospital
40089400,Pronto-Socorro
40089400,Serviço De Diagnóstico
40089400,Serviço De Terapia
40089404,Consultório Médico/Clínica
40089404,Hospital
40089404,Serviço De Terapia
40089413,Hospital
40089413,Serviço De Terapia
40089417,Serviço De Terapia
40089422,Hospital
40089422,Pronto-Socorro
40089422,Serviço De Diagnóstico
40089425,Hospital
40089430,Consultório Médico/Clínica
40089430,Hospital
40089430,Pronto-Socorro
40089437,Hospital
40089437,Pronto-Socorro
40089440,Hospital
40089440,Pronto-Socorro
40089441,Hospital
40089441,Maternidade
40089450,Hospital
40089450,Maternidade
40089450,Pronto-Socorro
40089454,Consultório Médico/Clínica
40089454,Hospital
40089454,Pronto-Socorro
40089456,Consultório Médico/Clínica
40089456,Hospital
40089456,Pronto-Socorro
40089456,Serviço De Diagnóstico
40089456,Serviço De Terapia
40089466,Consultório Médico/Clínica
40089466,Pronto-Socorro
40089467,Hospital
40089467,Pronto-Socorro
40089469,Hospital
40089469,Maternidade
40089469,Pronto-Socorro
40089473,Hospital
40089479,Hospital
40089479,Pronto-Socorro
40089480,Consultório Médico/Clínica
40089480,Hospital
40089480,Pronto-Socorro
40089480,Serviço De Diagnóstico
40089480,Serviço De Terapia
40089483,Hospital
40089483,Pronto-Socorro
40089485,Hospital
